id,restaurant_id,restaurant,name,description,price,spicy,vegetarian,popular
r-005-i-030,r-005,Levant House,Classic Tabbouleh,"Parsley salad with bulgur, tomato, mint and lemon",AED 25,false,true,false
r-005-i-031,r-005,Levant House,Classic Fattoush,Crunchy fresh salad with sumac and toasted bread,AED 40,false,true,false
r-005-i-032,r-005,Levant House,Classic Mixed Grill,"Skewers of shish taouk, kafta and lamb kebab",AED 78,false,false,false
r-005-i-033,r-005,Levant House,Classic Shish Taouk,Grilled chicken cubes marinated in garlic and yogurt,AED 83,false,false,false
r-005-i-034,r-005,Levant House,Classic Kafta Skewer,"Minced lamb with parsley and onion, charcoal grilled",AED 27,true,false,false
r-005-i-035,r-005,Levant House,Classic Manakish Zaatar,Stone-baked flatbread with zaatar and olive oil,AED 71,false,true,false
r-005-i-036,r-005,Levant House,Classic Manakish Cheese,Stone-baked flatbread with akkawi cheese,AED 83,false,true,false
r-005-i-037,r-005,Levant House,Classic Kibbeh,Bulgur shells stuffed with spiced minced meat,AED 68,false,false,false
r-005-i-038,r-005,Levant House,Classic Sambousek,Crispy pastries filled with cheese or meat,AED 76,false,false,false
r-005-i-039,r-005,Levant House,Classic Warak Enab,"Vine leaves stuffed with rice, tomato and herbs",AED 82,false,true,false
r-005-i-040,r-005,Levant House,Classic Mujadara,Lentils and rice topped with caramelised onions,AED 32,false,true,false
r-005-i-041,r-005,Levant House,Classic Lamb Mandi,Slow-cooked lamb on saffron rice,AED 72,false,false,false
r-005-i-042,r-005,Levant House,Classic Chicken Mandi,Smoky roasted chicken on aromatic rice,AED 43,false,false,false
r-005-i-043,r-005,Levant House,Classic Mixed Mezze,Chef's selection of cold and hot mezze,AED 47,false,true,false
r-005-i-044,r-005,Levant House,Classic Baba Ghanouj,Charred eggplant dip with pomegranate molasses,AED 78,false,true,false
r-005-i-045,r-005,Levant House,Classic Knafeh,Sweet cheese pastry soaked in rose syrup,AED 42,false,true,false
r-005-i-046,r-005,Levant House,Classic Baklava,Layered filo pastry with pistachio and honey,AED 21,false,true,false
r-005-i-047,r-005,Levant House,Classic Atayef,Stuffed pancakes with walnuts and syrup,AED 42,false,true,false
r-005-i-048,r-005,Levant House,Classic Arabic Coffee,"Cardamom-spiced coffee, finely brewed",AED 52,false,true,false
r-005-i-049,r-005,Levant House,Classic Fresh Lemonade,"Mint, lemon and ice",AED 22,false,true,true
r-006-i-000,r-006,Pasta della Nonna,Margherita Pizza,"San Marzano tomato, fior di latte, basil",AED 65,false,true,false
r-006-i-001,r-006,Pasta della Nonna,Pepperoni Pizza,"Tomato, mozzarella and spicy pepperoni",AED 81,true,false,false
r-006-i-002,r-006,Pasta della Nonna,Quattro Formaggi,"Mozzarella, gorgonzola, parmesan, taleggio",AED 19,false,true,true
r-006-i-003,r-006,Pasta della Nonna,Diavola Pizza,"Tomato, mozzarella, spicy salami, chilli",AED 65,true,false,false
r-006-i-004,r-006,Pasta della Nonna,Funghi Pizza,Mushroom medley with truffle oil,AED 86,false,true,false
r-006-i-005,r-006,Pasta della Nonna,Spaghetti Carbonara,"Egg yolk, pecorino, guanciale, black pepper",AED 14,false,false,false
r-006-i-006,r-006,Pasta della Nonna,Spaghetti Bolognese,Slow-cooked beef and tomato ragu,AED 85,false,false,false
r-006-i-007,r-006,Pasta della Nonna,Penne Arrabbiata,"Tomato, garlic, chilli, parsley",AED 12,true,true,false
r-006-i-008,r-006,Pasta della Nonna,Lasagna al Forno,Layered pasta with beef ragu and bechamel,AED 50,false,false,false
r-006-i-009,r-006,Pasta della Nonna,Fettuccine Alfredo,"Butter, cream, parmesan, parsley",AED 65,false,true,false
r-006-i-010,r-006,Pasta della Nonna,Tagliatelle Tartufo,"Black truffle, butter, parmesan",AED 81,false,true,false
r-006-i-011,r-006,Pasta della Nonna,Ravioli Ricotta,Stuffed pasta with spinach and ricotta,AED 40,false,true,false
r-006-i-012,r-006,Pasta della Nonna,Gnocchi Sorrentina,Potato dumplings with tomato and mozzarella,AED 46,false,true,false
r-006-i-013,r-006,Pasta della Nonna,Risotto Funghi,Creamy arborio rice with porcini mushrooms,AED 15,false,true,false
r-006-i-014,r-006,Pasta della Nonna,Risotto Frutti di Mare,Saffron rice with mixed seafood,AED 63,false,false,false
r-006-i-015,r-006,Pasta della Nonna,Caprese Salad,"Buffalo mozzarella, tomato, basil, EVOO",AED 71,false,true,false
r-006-i-016,r-006,Pasta della Nonna,Bruschetta,"Toasted bread, tomato, basil, garlic",AED 91,false,true,false
r-006-i-017,r-006,Pasta della Nonna,Arancini,Fried rice balls stuffed with ragu and mozzarella,AED 62,false,false,false
r-006-i-018,r-006,Pasta della Nonna,Burrata Salad,"Burrata, heirloom tomato, rocket",AED 15,false,true,true
r-006-i-019,r-006,Pasta della Nonna,Antipasto Misto,"Cured meats, cheeses, olives and pickles",AED 66,false,false,true
r-006-i-020,r-006,Pasta della Nonna,Tiramisu,"Mascarpone, espresso-soaked savoiardi, cocoa",AED 71,false,true,true
r-006-i-021,r-006,Pasta della Nonna,Panna Cotta,"Vanilla cream, berry compote",AED 45,false,true,false
r-006-i-022,r-006,Pasta della Nonna,Cannoli,Crispy shells filled with sweet ricotta and pistachio,AED 39,false,true,false
r-006-i-023,r-006,Pasta della Nonna,Affogato,Vanilla gelato drowned in hot espresso,AED 55,false,true,false
r-006-i-024,r-006,Pasta della Nonna,Limoncello Spritz,"Limoncello, prosecco, soda",AED 60,false,true,false
r-006-i-025,r-006,Pasta della Nonna,Classic Margherita Pizza,"San Marzano tomato, fior di latte, basil",AED 65,false,true,false
r-006-i-026,r-006,Pasta della Nonna,Classic Pepperoni Pizza,"Tomato, mozzarella and spicy pepperoni",AED 22,true,false,false
r-006-i-027,r-006,Pasta della Nonna,Classic Quattro Formaggi,"Mozzarella, gorgonzola, parmesan, taleggio",AED 81,false,true,true
r-006-i-028,r-006,Pasta della Nonna,Classic Diavola Pizza,"Tomato, mozzarella, spicy salami, chilli",AED 56,true,false,false
r-006-i-029,r-006,Pasta della Nonna,Classic Funghi Pizza,Mushroom medley with truffle oil,AED 20,false,true,false
r-006-i-030,r-006,Pasta della Nonna,Classic Spaghetti Carbonara,"Egg yolk, pecorino, guanciale, black pepper",AED 95,false,false,true
r-006-i-031,r-006,Pasta della Nonna,Classic Spaghetti Bolognese,Slow-cooked beef and tomato ragu,AED 15,false,false,false
r-006-i-032,r-006,Pasta della Nonna,Classic Penne Arrabbiata,"Tomato, garlic, chilli, parsley",AED 37,true,true,false
r-006-i-033,r-006,Pasta della Nonna,Classic Lasagna al Forno,Layered pasta with beef ragu and bechamel,AED 91,false,false,false
r-006-i-034,r-006,Pasta della Nonna,Classic Fettuccine Alfredo,"Butter, cream, parmesan, parsley",AED 28,false,true,false
r-006-i-035,r-006,Pasta della Nonna,Classic Tagliatelle Tartufo,"Black truffle, butter, parmesan",AED 26,false,true,false
r-006-i-036,r-006,Pasta della Nonna,Classic Ravioli Ricotta,Stuffed pasta with spinach and ricotta,AED 39,false,true,false
r-006-i-037,r-006,Pasta della Nonna,Classic Gnocchi Sorrentina,Potato dumplings with tomato and mozzarella,AED 44,false,true,false
r-006-i-038,r-006,Pasta della Nonna,Classic Risotto Funghi,Creamy arborio rice with porcini mushrooms,AED 33,false,true,false
r-006-i-039,r-006,Pasta della Nonna,Classic Risotto Frutti di Mare,Saffron rice with mixed seafood,AED 26,false,false,false
r-006-i-040,r-006,Pasta della Nonna,Classic Caprese Salad,"Buffalo mozzarella, tomato, basil, EVOO",AED 32,false,true,false
r-006-i-041,r-006,Pasta della Nonna,Classic Bruschetta,"Toasted bread, tomato, basil, garlic",AED 25,false,true,false
r-006-i-042,r-006,Pasta della Nonna,Classic Arancini,Fried rice balls stuffed with ragu and mozzarella,AED 51,false,false,false
r-006-i-043,r-006,Pasta della Nonna,Classic Burrata Salad,"Burrata, heirloom tomato, rocket",AED 60,false,true,false
r-006-i-044,r-006,Pasta della Nonna,Classic Antipasto Misto,"Cured meats, cheeses, olives and pickles",AED 37,false,false,true
r-006-i-045,r-006,Pasta della Nonna,Classic Tiramisu,"Mascarpone, espresso-soaked savoiardi, cocoa",AED 92,false,true,false
r-006-i-046,r-006,Pasta della Nonna,Classic Panna Cotta,"Vanilla cream, berry compote",AED 50,false,true,false
r-006-i-047,r-006,Pasta della Nonna,Classic Cannoli,Crispy shells filled with sweet ricotta and pistachio,AED 88,false,true,false
r-006-i-048,r-006,Pasta della Nonna,Classic Affogato,Vanilla gelato drowned in hot espresso,AED 84,false,true,false
r-006-i-049,r-006,Pasta della Nonna,Classic Limoncello Spritz,"Limoncello, prosecco, soda",AED 56,false,true,false
r-007-i-000,r-007,Trattoria Roma,Margherita Pizza,"San Marzano tomato, fior di latte, basil",AED 55,false,true,true
r-007-i-001,r-007,Trattoria Roma,Pepperoni Pizza,"Tomato, mozzarella and spicy pepperoni",AED 65,true,false,false
r-007-i-002,r-007,Trattoria Roma,Quattro Formaggi,"Mozzarella, gorgonzola, parmesan, taleggio",AED 25,false,true,false
r-007-i-003,r-007,Trattoria Roma,Diavola Pizza,"Tomato, mozzarella, spicy salami, chilli",AED 58,true,false,false
r-007-i-004,r-007,Trattoria Roma,Funghi Pizza,Mushroom medley with truffle oil,AED 70,false,true,false
r-007-i-005,r-007,Trattoria Roma,Spaghetti Carbonara,"Egg yolk, pecorino, guanciale, black pepper",AED 67,false,false,true
r-007-i-006,r-007,Trattoria Roma,Spaghetti Bolognese,Slow-cooked beef and tomato ragu,AED 78,false,false,false
r-007-i-007,r-007,Trattoria Roma,Penne Arrabbiata,"Tomato, garlic, chilli, parsley",AED 46,true,true,false
r-007-i-008,r-007,Trattoria Roma,Lasagna al Forno,Layered pasta with beef ragu and bechamel,AED 80,false,false,false
r-007-i-009,r-007,Trattoria Roma,Fettuccine Alfredo,"Butter, cream, parmesan, parsley",AED 71,false,true,false
r-007-i-010,r-007,Trattoria Roma,Tagliatelle Tartufo,"Black truffle, butter, parmesan",AED 87,false,true,false
r-007-i-011,r-007,Trattoria Roma,Ravioli Ricotta,Stuffed pasta with spinach and ricotta,AED 43,false,true,false
r-007-i-012,r-007,Trattoria Roma,Gnocchi Sorrentina,Potato dumplings with tomato and mozzarella,AED 23,false,true,false
r-007-i-013,r-007,Trattoria Roma,Risotto Funghi,Creamy arborio rice with porcini mushrooms,AED 69,false,true,true
r-007-i-014,r-007,Trattoria Roma,Risotto Frutti di Mare,Saffron rice with mixed seafood,AED 71,false,false,false
r-007-i-015,r-007,Trattoria Roma,Caprese Salad,"Buffalo mozzarella, tomato, basil, EVOO",AED 60,false,true,false
r-007-i-016,r-007,Trattoria Roma,Bruschetta,"Toasted bread, tomato, basil, garlic",AED 75,false,true,false
r-007-i-017,r-007,Trattoria Roma,Arancini,Fried rice balls stuffed with ragu and mozzarella,AED 35,false,false,false
r-007-i-018,r-007,Trattoria Roma,Burrata Salad,"Burrata, heirloom tomato, rocket",AED 57,false,true,false
r-007-i-019,r-007,Trattoria Roma,Antipasto Misto,"Cured meats, cheeses, olives and pickles",AED 55,false,false,false
r-007-i-020,r-007,Trattoria Roma,Tiramisu,"Mascarpone, espresso-soaked savoiardi, cocoa",AED 88,false,true,false
r-007-i-021,r-007,Trattoria Roma,Panna Cotta,"Vanilla cream, berry compote",AED 47,false,true,false
r-007-i-022,r-007,Trattoria Roma,Cannoli,Crispy shells filled with sweet ricotta and pistachio,AED 78,false,true,false
r-007-i-023,r-007,Trattoria Roma,Affogato,Vanilla gelato drowned in hot espresso,AED 22,false,true,true
r-007-i-024,r-007,Trattoria Roma,Limoncello Spritz,"Limoncello, prosecco, soda",AED 64,false,true,false
r-007-i-025,r-007,Trattoria Roma,Classic Margherita Pizza,"San Marzano tomato, fior di latte, basil",AED 42,false,true,false
r-007-i-026,r-007,Trattoria Roma,Classic Pepperoni Pizza,"Tomato, mozzarella and spicy pepperoni",AED 94,true,false,false
r-007-i-027,r-007,Trattoria Roma,Classic Quattro Formaggi,"Mozzarella, gorgonzola, parmesan, taleggio",AED 69,false,true,false
r-007-i-028,r-007,Trattoria Roma,Classic Diavola Pizza,"Tomato, mozzarella, spicy salami, chilli",AED 23,true,false,false
r-007-i-029,r-007,Trattoria Roma,Classic Funghi Pizza,Mushroom medley with truffle oil,AED 63,false,true,false
r-007-i-030,r-007,Trattoria Roma,Classic Spaghetti Carbonara,"Egg yolk, pecorino, guanciale, black pepper",AED 51,false,false,false
r-007-i-031,r-007,Trattoria Roma,Classic Spaghetti Bolognese,Slow-cooked beef and tomato ragu,AED 59,false,false,false
r-007-i-032,r-007,Trattoria Roma,Classic Penne Arrabbiata,"Tomato, garlic, chilli, parsley",AED 79,true,true,false
r-007-i-033,r-007,Trattoria Roma,Classic Lasagna al Forno,Layered pasta with beef ragu and bechamel,AED 82,false,false,false
r-007-i-034,r-007,Trattoria Roma,Classic Fettuccine Alfredo,"Butter, cream, parmesan, parsley",AED 70,false,true,false
r-007-i-035,r-007,Trattoria Roma,Classic Tagliatelle Tartufo,"Black truffle, butter, parmesan",AED 44,false,true,false
r-007-i-036,r-007,Trattoria Roma,Classic Ravioli Ricotta,Stuffed pasta with spinach and ricotta,AED 36,false,true,false
r-007-i-037,r-007,Trattoria Roma,Classic Gnocchi Sorrentina,Potato dumplings with tomato and mozzarella,AED 80,false,true,false
r-007-i-038,r-007,Trattoria Roma,Classic Risotto Funghi,Creamy arborio rice with porcini mushrooms,AED 35,false,true,false
r-007-i-039,r-007,Trattoria Roma,Classic Risotto Frutti di Mare,Saffron rice with mixed seafood,AED 73,false,false,false
r-007-i-040,r-007,Trattoria Roma,Classic Caprese Salad,"Buffalo mozzarella, tomato, basil, EVOO",AED 87,false,true,false
r-007-i-041,r-007,Trattoria Roma,Classic Bruschetta,"Toasted bread, tomato, basil, garlic",AED 79,false,true,false
r-007-i-042,r-007,Trattoria Roma,Classic Arancini,Fried rice balls stuffed with ragu and mozzarella,AED 24,false,false,false
r-007-i-043,r-007,Trattoria Roma,Classic Burrata Salad,"Burrata, heirloom tomato, rocket",AED 49,false,true,false
r-007-i-044,r-007,Trattoria Roma,Classic Antipasto Misto,"Cured meats, cheeses, olives and pickles",AED 34,false,false,false
r-007-i-045,r-007,Trattoria Roma,Classic Tiramisu,"Mascarpone, espresso-soaked savoiardi, cocoa",AED 80,false,true,true
r-007-i-046,r-007,Trattoria Roma,Classic Panna Cotta,"Vanilla cream, berry compote",AED 17,false,true,false
r-007-i-047,r-007,Trattoria Roma,Classic Cannoli,Crispy shells filled with sweet ricotta and pistachio,AED 82,false,true,false
r-007-i-048,r-007,Trattoria Roma,Classic Affogato,Vanilla gelato drowned in hot espresso,AED 28,false,true,false
r-007-i-049,r-007,Trattoria Roma,Classic Limoncello Spritz,"Limoncello, prosecco, soda",AED 74,false,true,true
r-008-i-000,r-008,Forno Napoli,Margherita Pizza,"San Marzano tomato, fior di latte, basil",AED 68,false,true,false
r-008-i-001,r-008,Forno Napoli,Pepperoni Pizza,"Tomato, mozzarella and spicy pepperoni",AED 18,true,false,false
r-008-i-002,r-008,Forno Napoli,Quattro Formaggi,"Mozzarella, gorgonzola, parmesan, taleggio",AED 73,false,true,true
r-008-i-003,r-008,Forno Napoli,Diavola Pizza,"Tomato, mozzarella, spicy salami, chilli",AED 20,true,false,false
r-008-i-004,r-008,Forno Napoli,Funghi Pizza,Mushroom medley with truffle oil,AED 21,false,true,false
r-008-i-005,r-008,Forno Napoli,Spaghetti Carbonara,"Egg yolk, pecorino, guanciale, black pepper",AED 18,false,false,true
r-008-i-006,r-008,Forno Napoli,Spaghetti Bolognese,Slow-cooked beef and tomato ragu,AED 84,false,false,false
r-008-i-007,r-008,Forno Napoli,Penne Arrabbiata,"Tomato, garlic, chilli, parsley",AED 22,true,true,false
r-008-i-008,r-008,Forno Napoli,Lasagna al Forno,Layered pasta with beef ragu and bechamel,AED 27,false,false,false
r-008-i-009,r-008,Forno Napoli,Fettuccine Alfredo,"Butter, cream, parmesan, parsley",AED 65,false,true,false
r-008-i-010,r-008,Forno Napoli,Tagliatelle Tartufo,"Black truffle, butter, parmesan",AED 91,false,true,true
r-008-i-011,r-008,Forno Napoli,Ravioli Ricotta,Stuffed pasta with spinach and ricotta,AED 78,false,true,false
r-008-i-012,r-008,Forno Napoli,Gnocchi Sorrentina,Potato dumplings with tomato and mozzarella,AED 68,false,true,false
r-008-i-013,r-008,Forno Napoli,Risotto Funghi,Creamy arborio rice with porcini mushrooms,AED 87,false,true,false
r-008-i-014,r-008,Forno Napoli,Risotto Frutti di Mare,Saffron rice with mixed seafood,AED 51,false,false,false
r-008-i-015,r-008,Forno Napoli,Caprese Salad,"Buffalo mozzarella, tomato, basil, EVOO",AED 19,false,true,false
r-008-i-016,r-008,Forno Napoli,Bruschetta,"Toasted bread, tomato, basil, garlic",AED 24,false,true,false
r-008-i-017,r-008,Forno Napoli,Arancini,Fried rice balls stuffed with ragu and mozzarella,AED 38,false,false,false
r-008-i-018,r-008,Forno Napoli,Burrata Salad,"Burrata, heirloom tomato, rocket",AED 45,false,true,false
r-008-i-019,r-008,Forno Napoli,Antipasto Misto,"Cured meats, cheeses, olives and pickles",AED 32,false,false,true
r-008-i-020,r-008,Forno Napoli,Tiramisu,"Mascarpone, espresso-soaked savoiardi, cocoa",AED 82,false,true,true
r-008-i-021,r-008,Forno Napoli,Panna Cotta,"Vanilla cream, berry compote",AED 12,false,true,false
r-008-i-022,r-008,Forno Napoli,Cannoli,Crispy shells filled with sweet ricotta and pistachio,AED 88,false,true,false
r-008-i-023,r-008,Forno Napoli,Affogato,Vanilla gelato drowned in hot espresso,AED 16,false,true,true
r-008-i-024,r-008,Forno Napoli,Limoncello Spritz,"Limoncello, prosecco, soda",AED 48,false,true,false
r-008-i-025,r-008,Forno Napoli,Classic Margherita Pizza,"San Marzano tomato, fior di latte, basil",AED 70,false,true,true
r-008-i-026,r-008,Forno Napoli,Classic Pepperoni Pizza,"Tomato, mozzarella and spicy pepperoni",AED 41,true,false,false
r-008-i-027,r-008,Forno Napoli,Classic Quattro Formaggi,"Mozzarella, gorgonzola, parmesan, taleggio",AED 92,false,true,false
r-008-i-028,r-008,Forno Napoli,Classic Diavola Pizza,"Tomato, mozzarella, spicy salami, chilli",AED 37,true,false,false
r-008-i-029,r-008,Forno Napoli,Classic Funghi Pizza,Mushroom medley with truffle oil,AED 81,false,true,false
r-008-i-030,r-008,Forno Napoli,Classic Spaghetti Carbonara,"Egg yolk, pecorino, guanciale, black pepper",AED 31,false,false,false
